,COURSE NUMBER,SECTION,TITLE,EXAM DATE,TIME,BUILDING,ROOM,ROW,FROM,TO
0,ACCT 351,001,Intermediate Financial Acct 1,12/16/2019,9:00,GYM,Fieldhouse,37-40,AAA,ZZZ
1,ACCT 351,002,Intermediate Financial Acct 1,12/16/2019,9:00,GYM,Fieldhouse,37-40,AAA,ZZZ
2,ACCT 351,003,Intermediate Financial Acct 1,12/16/2019,9:00,GYM,Fieldhouse,37-40,AAA,ZZZ
3,ACCT 352,001,Intermediate Financial Acct 2,12/16/2019,9:00,GYM,main gym,31-35,AAA,ZZZ
4,ACCT 352,002,Intermediate Financial Acct 2,12/16/2019,9:00,GYM,main gym,31-35,AAA,ZZZ
5,ACCT 354,001,Financial Statement Analysis,12/18/2019,9:00,GYM,Fieldhouse,29-31,AAA,ZZZ
6,ACCT 354,002,Financial Statement Analysis,12/18/2019,9:00,GYM,Fieldhouse,29-31,AAA,ZZZ
7,ACCT 361,001,Management Accounting,12/9/2019,9:00,GYM,main gym,2-11,AAA,ZZZ
8,ACCT 361,002,Management Accounting,12/9/2019,9:00,GYM,main gym,2-11,AAA,ZZZ
9,ACCT 361,003,Management Accounting,12/9/2019,9:00,GYM,main gym,2-11,AAA,ZZZ
10,ACCT 362,001,Cost Accounting,12/5/2019,9:00,GYM,main gym,41-42,AAA,ZZZ
11,ACCT 385,001,Principles of Taxation,12/5/2019,14:00,GYM,Fieldhouse,23-25,AAA,ZZZ
12,ACCT 385,002,Principles of Taxation,12/5/2019,14:00,GYM,Fieldhouse,23-25,AAA,ZZZ
13,ACCT 453,001,Advanced Financial Accounting,12/9/2019,9:00,GYM,Studio 2,1-6,AAA,ZZZ
14,ACCT 453,002,Advanced Financial Accounting,12/9/2019,9:00,GYM,Studio 2,1-6,AAA,ZZZ
15,ACCT 463,001,Management Control,12/16/2019,18:30,GYM,Studio 1,1-4,AAA,ZZZ
16,ACCT 463,002,Management Control,12/16/2019,18:30,GYM,Studio 1,1-4,AAA,ZZZ
17,ACCT 475,001,Principles of Auditing,12/17/2019,14:00,GYM,Fieldhouse,39-40,AAA,ZZZ
18,ACCT 486,001,Business Taxation 2,12/12/2019,18:30,GYM,Studio 2,1-6,AAA,ZZZ
19,ACCT 486,002,Business Taxation 2,12/12/2019,18:30,GYM,Studio 2,1-6,AAA,ZZZ
20,ACCT 683,045,Practice of Taxation,4-Dec,9:00,BRONFMAN,205,,AAA,ZZZ
21,ACCT 687,045,Assurance Services,4-Dec,9:00,ARMST,075,,AAA,ZZZ
22,AEBI 120,001,General Biology,12/6/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
23,AEBI 210,001,Organisms 1,12/12/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
24,AECH 110,001,General Chemistry 1,12/9/2019,14:00,CENTEN,Ballroom,,AAA,ZZZ
25,AEHM 205,001,Science Literacy,12/17/2019,14:00,CENTEN,Ballroom,,AAA,ZZZ
26,AEHM 330,001,Academic & Scientific Writing,12/5/2019,14:00,TAKE,HOME,,AAA,ZZZ
27,AEMA 101,001,Calculus 1,12/18/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
28,AEMA 202,001,Intermediate Calculus,12/10/2019,14:00,CENTEN,Ballroom,,AAA,ZZZ
29,AEMA 310,001,Statistical Methods 1,12/9/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
30,AEMA 610,001,Statistical Methods 2,12/17/2019,14:00,CENTEN,Ballroom,,AAA,ZZZ
31,AEPH 112,001,Introductory Physics 1,12/11/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
32,AEPH 113,001,Physics 1,12/11/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
33,AGEC 200,001,Principles of Microeconomics,12/16/2019,14:00,CENTEN,Ballroom,,AAA,ZZZ
34,AGEC 330,001,Agriculture and Food Markets,12/16/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
35,AGEC 332,001,Farm Management and Finance,12/6/2019,14:00,CENTEN,Ballroom,,AAA,ZZZ
36,AGEC 333,001,Resource Economics,12/11/2019,14:00,CENTEN,Ballroom,,AAA,ZZZ
37,AGEC 491,001,Research & Methodology,12/10/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
38,AGRI 215,001,Agro-Ecosystems Field Course,12/13/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
39,ANAT 214,001,Systemic Human Anatomy,12/12/2019,9:00,SADB,M-1 & 1/56,,AAA,ZZZ
40,ANAT 214,001,Systemic Human Anatomy,12/18/2019,14:00,SADB,2/49,,AAA,ZZZ
41,ANAT 261,001,Intro to Dynamic Histology,12/11/2019,9:00,SADB,1/56,,AAA,ZZZ
42,ANAT 261,001,Intro to Dynamic Histology,12/13/2019,14:00,GYM,Fieldhouse,37-46,AAA,ZZZ
43,ANAT 315,001,Clin Hum Musculoskeletal Anat,12/5/2019,14:00,SADB,2/49,,AAA,ZZZ
44,ANAT 315,001,Clin Hum Musculoskeletal Anat,12/6/2019,9:00,GYM,Fieldhouse,1-7,AAA,ZZZ
45,ANAT 321,001,Circuitry of the Human Brain,12/10/2019,9:00,GYM,main gym,22-37,AAA,ZZZ
46,ANAT 323,001,Clinical Neuroanatomy,12/16/2019,14:00,SADB,2/49,,AAA,ZZZ
47,COURSE NUMBER,SECTION,TITLE,EXAM DATE,TIME,BUILDING,ROOM,ROW,FROM,TO
48,ANAT 323,001,Clinical Neuroanatomy,12/19/2019,9:00,GYM,Studio 2,1-7,AAA,ZZZ
49,ANAT 365,001,Cellular Trafficking,12/11/2019,14:00,GYM,Fieldhouse,35-36,AAA,ZZZ
50,ANAT 381,001,Experimental Embryology,12/19/2019,14:00,GYM,main gym,3-7,AAA,ZZZ
51,ANSC 250,001,Principles of Animal Science,12/5/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
52,ANSC 323,001,Mammalian Physiology,12/11/2019,14:00,CENTEN,Ballroom,,AAA,ZZZ
53,ANSC 326,001,Fundamentals of Pop'n Genetics,12/10/2019,14:00,CENTEN,Ballroom,,AAA,ZZZ
54,ANSC 504,001,Population Genetics,12/10/2019,14:00,CENTEN,Ballroom,,AAA,ZZZ
55,ANTH 202,001,Socio-Cultural Anthropology,12/5/2019,14:00,GYM,Fieldhouse,26-37,AAA,ZZZ
56,ANTH 227,001,Medical Anthropology,12/10/2019,18:30,GYM,Fieldhouse,4-13,AAA,ZZZ
57,ANTH 325,001,Anthropology of the Self,12/16/2019,18:30,TAKE,HOME,,AAA,ZZZ
58,ANTH 326,001,Anthropology of Latin America,12/6/2019,14:00,GYM,main gym,22-26,AAA,ZZZ
59,ANTH 352,001,Hist of Anthropological Theory,12/13/2019,18:30,TAKE,HOME,,AAA,ZZZ
60,ANTH 412,001,Topics:Anthropological Theory,12/13/2019,18:30,TAKE,HOME,,AAA,ZZZ
61,ARCH 201,001,"Communication, Behaviour&Arch",Dec 5/6,9:00,MDHAR,114,,AAA,ZZZ
62,ARCH 303,001,Design and Construction 1,Dec 5/6,9:00,MDHAR,101,,AAA,ZZZ
63,ARCH 303,002,Design and Construction 1,Dec 5/6,9:00,MDHAR,102,,AAA,ZZZ
64,ARCH 303,003,Design and Construction 1,Dec 5/6,9:00,MDHAR,101,,AAA,ZZZ
65,ARCH 303,007,Design and Construction 1,Dec 5/6,9:00,MDHAR,102,,AAA,ZZZ
66,ARCH 354,001,Architectural History 3,12/13/2019,9:00,GYM,Fieldhouse,41-42,AAA,ZZZ
67,ARCH 354,002,Architectural History 3,12/13/2019,9:00,GYM,Fieldhouse,41-42,AAA,ZZZ
68,ARCH 375,001,Landscape,12/10/2019,9:00,MDHAR,G-10,,AAA,ZZZ
69,ARCH 405,001,Design and Construction 3,Dec 9/10,9:00,MDHAR,114,,AAA,ZZZ
70,ARCH 405,002,Design and Construction 3,Dec 9/10,9:00,MDHAR,101,,AAA,ZZZ
71,ARCH 405,003,Design and Construction 3,Dec 9/10,9:00,MDHAR,102,,AAA,ZZZ
72,ARCH 405,007,Design and Construction 3,Dec 9/10,9:00,MDHAR,207,,AAA,ZZZ
73,ARCH 672,001,Architectural Design 1,Dec 11/12/13,9:00,MDHAR,114,,AAA,ZZZ
74,ARCH 672,003,Architectural Design 1,Dec 11/12/13,9:00,MDHAR,101,,AAA,ZZZ
75,ARCH 672,005,Architectural Design 1,Dec 11/12/13,9:00,MDHAR,102,,AAA,ZZZ
76,ARCH 677,001,Architectural Design 3,Dec 16/17,9:00,MDHAR,114,,AAA,ZZZ
77,ARCH 677,003,Architectural Design 3,Dec 16/17,9:00,MDHAR,101,,AAA,ZZZ
78,ARCH 683,001,Directed Research Project,Dec 18/19/20,9:00,MDHAR,114,,AAA,ZZZ
79,ARTH 223,001,Intro Ital Renai Art 1300-1500,12/5/2019,14:00,MAASS,112,,AAA,ZZZ
80,ARTH 321,001,Visual Culture-Dutch Republic,12/9/2019,18:30,TAKE,HOME,,AAA,ZZZ
81,ARTH 339,001,Critical Issues-Contemp Art,12/16/2019,14:00,ARTS,W-215,,AAA,ZZZ
82,ARTH 354,001,Selected Topics Art History 2,12/12/2019,18:30,LEACOCK,232,,AAA,ZZZ
83,ATOC 181,001,Intro to Atmospheric Science,12/9/2019,9:00,GYM,305,1-6,AAA,LIN
84,ATOC 181,001,Intro to Atmospheric Science,12/9/2019,9:00,GYM,408,1-6,LOI,ZZZ
85,ATOC 185,001,Natural Disasters,12/19/2019,18:30,GYM,main gym,3-41,AAA,ZZZ
86,ATOC 214,001,Intro:Physics of the Atmosph,12/16/2019,14:00,BURN,1B45,,AAA,ZZZ
87,ATOC 312,001,Rotating Fluid Dynamics,12/12/2019,9:00,BURN,719A,,AAA,ZZZ
88,ATOC 315,001,Thermodynamics and Convection,12/16/2019,14:00,BURN,719A,,AAA,ZZZ
89,ATOC 404,001,Climate Physics,12/18/2019,9:00,BURN,719A,,AAA,ZZZ
90,ATOC 512,001,Atmospheric & Oceanic Dynamics,12/20/2019,9:00,BURN,719A,,AAA,ZZZ
91,ATOC 531,001,Dynamics of Current Climates,12/5/2019,9:00,BURN,719A,,AAA,ZZZ
92,ATOC 540,001,Synoptic Meteorology 1,12/19/2019,9:00,BURN,719A,,AAA,ZZZ
93,BIEN 200,001,Introduction to Bioengineering,12/13/2019,9:00,GYM,Fieldhouse,43-45,AAA,ZZZ
94,BIEN 290,001,Bioengineering Measurement Lab,12/5/2019,14:00,ENGTR,1100,,AAA,ZZZ
95,COURSE NUMBER,SECTION,TITLE,EXAM DATE,TIME,BUILDING,ROOM,ROW,FROM,TO
96,BIEN 310,001,Intro to Biomolecular Eng,12/12/2019,14:00,ENGTR,0060,,AAA,ZZZ
97,BIEN 314,001,Transp. Phenom in Biol. Sys 1,12/18/2019,9:00,GYM,main gym,18-19,AAA,ZZZ
98,BIEN 350,001,"Biosignals, Systems & Control",12/19/2019,9:00,GYM,Fieldhouse,38-39,AAA,ZZZ
99,BIEN 410,001,Comput Methods in Biomol Eng,12/17/2019,9:00,ENGTR,0060,,AAA,ZZZ
100,BIOC 311,001,Metabolic Biochemistry,12/19/2019,9:00,GYM,Fieldhouse,25-37,AAA,ZZZ
101,BIOC 320,001,Lab Meth in Biochem&Mol Biol 2,12/10/2019,18:30,GYM,Studio 1,1-4,AAA,ZZZ
102,BIOC 450,001,Protein Structure and Function,12/10/2019,9:00,GYM,Fieldhouse,42-44,AAA,ZZZ
103,BIOC 454,001,Nucleic Acids,12/6/2019,9:00,GYM,main gym,40-44,AAA,ZZZ
104,BIOL 111,001,Principles:Organismal Biology,12/9/2019,9:00,GYM,Fieldhouse,27-41,AAA,ZZZ
105,BIOL 115,001,Essential Biology,12/11/2019,14:00,GYM,Fieldhouse,18-27,AAA,ZZZ
106,BIOL 200,001,Molecular Biology,12/9/2019,18:30,GYM,Fieldhouse,22-36,AAA,ZZZ
107,BIOL 200,002,Molecular Biology,12/9/2019,18:30,GYM,Fieldhouse,1-21,AAA,ZZZ
108,BIOL 210,001,Perspectives of Science,12/16/2019,9:00,STBIO,S1/4,,AAA,ZZZ
109,BIOL 215,001,Intro to Ecology and Evolution,12/10/2019,18:30,GYM,Fieldhouse,27-32,AAA,ZZZ
110,BIOL 219,001,Intro to Phys Mol & Cell Biol,12/19/2019,9:00,STBIO,S1/4,,AAA,ZZZ
111,BIOL 300,001,Molecular Biology of the Gene,12/13/2019,9:00,GYM,main gym,32-38,AAA,ZZZ
112,BIOL 301,001,Cell and Molecular Laboratory,12/9/2019,18:30,GYM,main gym,25-36,AAA,ZZZ
113,BIOL 304,001,Evolution,12/18/2019,14:00,STBIO,S1/4,,AAA,ZZZ
114,BIOL 306,001,Neural Basis of Behaviour,12/17/2019,9:00,GYM,Studio 1,1-7,AAA,PAQ
115,BIOL 306,001,Neural Basis of Behaviour,12/17/2019,9:00,GYM,Studio 2,1-7,PAR,ZZZ
116,BIOL 308,001,Ecological Dynamics,12/19/2019,18:30,GYM,Fieldhouse,39-41,AAA,ZZZ
117,BIOL 309,001,Mathematical Models in Biology,12/13/2019,9:00,GYM,Fieldhouse,17-18,AAA,ZZZ
118,BIOL 314,001,Molecular Biology of Oncogenes,12/9/2019,9:00,GYM,main gym,12-14,AAA,ZZZ
119,BIOL 316,001,Biomembranes and Organelles,12/18/2019,14:00,STBIO,S3/4,,AAA,ZZZ
120,BIOL 324,001,Ecological Genetics,12/13/2019,14:00,STBIO,S3/4,,AAA,ZZZ
121,BIOL 350,001,Insect Biology and Control,12/13/2019,9:00,STBIO,S3/4,,AAA,ZZZ
122,BIOL 370,001,Human Genetics Applied,12/9/2019,14:00,GYM,Fieldhouse,38,AAA,ZZZ
123,BIOL 373,001,Biometry,12/5/2019,18:30,GYM,main gym,37-38,AAA,ZZZ
124,BIOL 395,001,Quantitative Biology Seminar,12/18/2019,9:00,STBIO,S1/4,,AAA,ZZZ
125,BIOL 414,001,Invert Brain Circuits & Behav,12/20/2019,9:00,STBIO,S3/4,,AAA,ZZZ
126,BIOL 432,001,Limnology,12/11/2019,9:00,GYM,Fieldhouse,38,AAA,ZZZ
127,BIOL 465,001,Conservation Biology,12/5/2019,9:00,GYM,Fieldhouse,39-41,AAA,ZZZ
128,BMDE 503,001,Biomedical Instrumentation,12/19/2019,9:00,DUFF,321,,AAA,ZZZ
129,BMDE 519,001,Biomedical Signals & Systems,12/20/2019,18:30,TAKE,HOME,,AAA,ZZZ
130,BREE 210,001,Mechanical Analysis & Design,12/19/2019,14:00,CENTEN,Ballroom,,AAA,ZZZ
131,BREE 216,001,Bioresource Eng. Materials,12/16/2019,14:00,CENTEN,Ballroom,,AAA,ZZZ
132,BREE 319,001,Engineering Mathematics,12/10/2019,14:00,CENTEN,Ballroom,,AAA,ZZZ
133,BREE 322,001,Organic Waste Management,12/5/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
134,BREE 324,001,Elements of Food Engineering,12/16/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
135,BREE 325,001,Food Process Engineering,12/16/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
136,BREE 327,001,Bio-Environmental Engineering,12/13/2019,14:00,CENTEN,Ballroom,,AAA,ZZZ
137,BTEC 501,001,Bioinformatics,12/12/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
138,BTEC 620,003,Biotechnology Laboratory 1,12/19/2019,14:00,CENTEN,Ballroom,,AAA,ZZZ
139,BUSA 364,051,Business Law 1,12/10/2019,9:00,GYM,Fieldhouse,7-9,AAA,ZZZ
140,BUSA 391,071,International Business Law,12/9/2019,14:00,GYM,Fieldhouse,35,AAA,ZZZ
141,CANS 200,001,Intro to the Study of Canada,12/13/2019,9:00,GYM,Fieldhouse,11-16,AAA,ZZZ
142,CANS 303,001,Topics in Canadian Studies 3,12/16/2019,18:30,ARTS,W-20,,AAA,ZZZ
143,COURSE NUMBER,SECTION,TITLE,EXAM DATE,TIME,BUILDING,ROOM,ROW,FROM,TO
144,CANS 405,001,Canadian Studies Seminar 5,12/6/2019,18:30,TAKE,HOME,,AAA,ZZZ
145,CHEE 200,001,Chem Engineering Principles 1,12/6/2019,9:00,GYM,Studio 1,1-6,AAA,ZZZ
146,CHEE 231,001,Data Anal & Design of Exp,12/12/2019,14:00,GYM,main gym,30-36,AAA,ZZZ
147,CHEE 291,001,Instrumentation&Measurement 1,12/19/2019,14:00,GYM,Fieldhouse,1-4,AAA,ZZZ
148,CHEE 314,001,Fluid Mechanics,12/11/2019,14:00,GYM,Fieldhouse,37-38,AAA,ZZZ
149,CHEE 370,001,Elements of Biotechnology,12/19/2019,18:30,GYM,Fieldhouse,22-23,AAA,ZZZ
150,CHEE 380,001,Materials Science,12/9/2019,14:00,GYM,Fieldhouse,36-37,AAA,ZZZ
151,CHEE 400,001,Princ of Energy Conversion,12/10/2019,9:00,GYM,BLEACHERS,1-4,AAA,ZZZ
152,CHEE 423,001,Chemical Reaction Engineering,12/18/2019,9:00,ENGTR,0100,,AAA,ZZZ
153,CHEE 453,001,Process Design,12/20/2019,9:00,ENGTR,0100,,AAA,ZZZ
154,CHEE 456,001,Design Project 1,12/16/2019,9:00,RPHYS,112,,AAA,ZZZ
155,CHEE 457,001,Design Project 2,12/17/2019,9:00,RPHYS,112,,AAA,ZZZ
156,CHEE 474,001,Biochemical Engineering,12/6/2019,9:00,STBIO,S3/3,,AAA,ZZZ
157,CHEE 543,001,Plasma Engineering,12/12/2019,14:00,ENGTR,2110,,AAA,ZZZ
158,CHEM 110,001,General Chemistry 1,12/18/2019,14:00,GYM,Fieldhouse,1-29,AAA,ZZZ
159,CHEM 110,002,General Chemistry 1,12/18/2019,14:00,GYM,Fieldhouse,1-29,AAA,ZZZ
160,CHEM 183,001,World of Chem: Drugs,12/6/2019,18:30,GYM,Fieldhouse,,AAA,ZZZ
161,CHEM 203,001,Survey of Physical Chemistry,12/20/2019,9:00,GYM,Fieldhouse,9-13,AAA,ZZZ
162,CHEM 204,001,Physical Chem./Biol.Sci. 1,12/11/2019,14:00,GYM,Fieldhouse,28-31,AAA,ZZZ
163,CHEM 211,001,Organic Chemistry 1 Lectures,12/17/2019,14:00,GYM,Fieldhouse,1-23,AAA,ZZZ
164,CHEM 212,001,Intro Organic Chemistry 1,12/17/2019,14:00,GYM,Fieldhouse,1-23,AAA,ZZZ
165,CHEM 213,001,Introductory Phys Chem1:Thermo,12/11/2019,9:00,GYM,main gym,3-5,AAA,ZZZ
166,CHEM 222,001,Intro Organic Chemistry 2,12/5/2019,14:00,GYM,main gym,19-32,AAA,ZZZ
167,CHEM 234,001,Topics in Organic Chemistry,12/5/2019,14:00,GYM,main gym,19-32,AAA,ZZZ
168,CHEM 267,001,Introductory Chemical Analysis,12/6/2019,14:00,GYM,Fieldhouse,16-17,AAA,ZZZ
169,CHEM 302,001,Intro Organic Chemistry 3,12/17/2019,14:00,GYM,main gym,7-13,AAA,ZZZ
170,CHEM 345,001,Intro to Quantum Chemistry,12/12/2019,18:30,GYM,main gym,32-33,AAA,ZZZ
171,CHEM 367,001,Instrumental Analysis 1,12/10/2019,9:00,GYM,Fieldhouse,45-46,AAA,ZZZ
172,CHEM 381,001,Inorganic Chemistry 2,12/20/2019,9:00,GYM,main gym,32-33,AAA,ZZZ
173,CHEM 429,001,"Chem of Energy, Storage & Util",12/20/2019,14:00,TAKE,HOME,,AAA,ZZZ
174,CHEM 503,001,Drug Discovery,12/19/2019,9:00,MAASS,10,,AAA,ZZZ
175,CHEM 520,001,Methods in Chemical Biology,12/18/2019,9:00,MAASS,328,,AAA,ZZZ
176,CHEM 522,001,Stereochemistry,12/13/2019,14:00,MAASS,217,,AAA,ZZZ
177,CHEM 532,001,Structural Organic Chemistry,12/20/2019,9:00,MAASS,217,,AAA,ZZZ
178,CHEM 534,001,Nanoscience and Nanotechnology,12/11/2019,9:00,TAKE,HOME,,AAA,ZZZ
179,CHEM 556,001,Advanced Quantum Mechanics,12/18/2019,14:00,MAASS,328,,AAA,ZZZ
180,CIVE 205,001,Statics,12/6/2019,14:00,GYM,Fieldhouse,40-44,AAA,ZZZ
181,CIVE 207,001,Solid Mechanics,12/9/2019,18:30,GYM,BLEACHERS,1-5,AAA,ZZZ
182,CIVE 208,001,Civil Engineering Sys Analysis,12/11/2019,9:00,GYM,main gym,6-11,AAA,ZZZ
183,CIVE 281,001,Analytical Mechanics,12/20/2019,9:00,GYM,Fieldhouse,14-18,AAA,ZZZ
184,CIVE 290,001,Thermodynamics & Heat Transfer,12/17/2019,18:30,GYM,main gym,6-12,AAA,ZZZ
185,CIVE 311,001,Geotechnical Mechanics,12/6/2019,9:00,GYM,Fieldhouse,39-42,AAA,ZZZ
186,CIVE 317,001,Structural Engineering 1,12/10/2019,9:00,GYM,Fieldhouse,36-38,AAA,ZZZ
187,CIVE 320,001,Numerical Methods,12/11/2019,14:00,GYM,Fieldhouse,32-34,AAA,ZZZ
188,CIVE 323,001,Hydrology and Water Resources,12/16/2019,9:00,GYM,Fieldhouse,41-44,AAA,ZZZ
189,CIVE 385,001,Structural Steel&Timber Design,12/19/2019,18:30,GYM,main gym,42-44,AAA,ZZZ
190,CIVE 440,001,Traffic Engineering&Simulation,12/6/2019,9:00,GYM,Fieldhouse,45,AAA,ZZZ
191,COURSE NUMBER,SECTION,TITLE,EXAM DATE,TIME,BUILDING,ROOM,ROW,FROM,TO
192,CIVE 446,001,Construction Engineering,12/17/2019,14:00,GYM,main gym,14-15,AAA,ZZZ
193,CIVE 460,001,Matrix Structural Analysis,12/10/2019,9:00,GYM,main gym,44-45,AAA,ZZZ
194,CIVE 462,001,Design of Steel Structures,12/5/2019,14:00,GYM,main gym,33-36,AAA,ZZZ
195,CIVE 527,001,Renov&Preserv:Infrastructure,12/18/2019,9:00,GYM,Studio 2,1-4,AAA,ZZZ
196,CIVE 557,001,Microbio for Environmental Eng,12/20/2019,9:00,ENGTR,0070,,AAA,ZZZ
197,CIVE 560,001,Transportation Safety & Design,12/9/2019,9:00,ENGTR,0070,,AAA,ZZZ
198,CLAS 201,001,Greece and Rome,12/5/2019,18:30,GYM,main gym,19-26,AAA,ZZZ
199,CLAS 210,001,Introductory Latin 1,12/12/2019,9:00,MAASS,10,,AAA,ZZZ
200,CLAS 210,002,Introductory Latin 1,12/12/2019,9:00,MAASS,10,,AAA,ZZZ
201,CLAS 210,003,Introductory Latin 1,12/12/2019,9:00,BURN,1B36,,AAA,ZZZ
202,CLAS 220,001,Introductory Ancient Greek 1,12/17/2019,18:30,GYM,main gym,13-14,AAA,ZZZ
203,CLAS 301,001,Ancient Greek Lit & Society,12/10/2019,18:30,ARTS,260,,AAA,ZZZ
204,CLAS 305,001,Roman Religion,12/19/2019,18:30,GYM,Fieldhouse,35-37,AAA,ZZZ
205,CLAS 310,001,Intermediate Latin 1,12/20/2019,9:00,ARTS,260,,AAA,ZZZ
206,CLAS 320,001,Intermediate Ancient Greek 1,12/13/2019,14:00,ARTS,W-20,,AAA,ZZZ
207,CLAS 331,001,Intermediate Modern Greek 1,12/11/2019,9:00,LEA,819,,AAA,ZZZ
208,CLAS 402,001,Hellenistic Lit. and Society,12/9/2019,9:00,TAKE,HOME,,AAA,ZZZ
209,CLAS 410,001,Advanced Latin: Authors,12/17/2019,14:00,ARTS,260,,AAA,ZZZ
210,CLAS 420,001,Advanced Ancient Greek: Author,12/16/2019,14:00,LEA,808,,AAA,ZZZ
211,CLAS 610,001,Readings in Latin Literature,12/17/2019,14:00,ARTS,260,,AAA,ZZZ
212,CLAS 620,001,Readings in Ancient Greek Lit,12/16/2019,14:00,LEA,808,,AAA,ZZZ
213,COMP 202,002,Foundations of Programming,12/16/2019,18:30,GYM,Fieldhouse,11-35,AAA,ZZZ
214,COMP 202,003,Foundations of Programming,12/16/2019,18:30,GYM,Fieldhouse,11-35,AAA,ZZZ
215,COMP 204,001,Comp. Programming for Life Sci,12/6/2019,9:00,GYM,main gym,16-23,AAA,ZZZ
216,COMP 206,001,Intro to Software Systems,12/11/2019,9:00,GYM,Fieldhouse,7-24,AAA,ZZZ
217,COMP 208,001,Computer Programming for PS&E,12/16/2019,9:00,GYM,Fieldhouse,28-36,AAA,ZZZ
218,COMP 208,002,Computer Programming for PS&E,12/16/2019,9:00,GYM,Fieldhouse,28-36,AAA,ZZZ
219,COMP 230,001,Logic and Computability,12/17/2019,9:00,GYM,BLEACHERS,1-5,AAA,ZZZ
220,COMP 250,001,Intro to Computer Science,12/16/2019,9:00,GYM,Fieldhouse,1-24,AAA,ZZZ
221,COMP 250,002,Intro to Computer Science,12/16/2019,9:00,GYM,Fieldhouse,1-24,AAA,ZZZ
222,COMP 251,001,Algorithms and Data Structures,12/16/2019,18:30,GYM,main gym,3-29,AAA,ZZZ
223,COMP 273,001,Intro to Computer Systems,12/5/2019,14:00,GYM,main gym,3-18,AAA,ZZZ
224,COMP 302,001,Programming Lang & Paradigms,12/12/2019,14:00,GYM,Fieldhouse,11-20,AAA,ZZZ
225,COMP 302,002,Programming Lang & Paradigms,12/12/2019,14:00,GYM,Fieldhouse,11-20,AAA,ZZZ
226,COMP 303,001,Software Design,12/9/2019,18:30,GYM,Fieldhouse,39-46,AAA,ZZZ
227,COMP 310,001,Operating Systems,12/18/2019,9:00,GYM,Fieldhouse,32-39,AAA,ZZZ
228,COMP 330,001,Theory of Computation,12/19/2019,9:00,GYM,main gym,31-45,AAA,ZZZ
229,COMP 350,001,Numerical Computing,12/11/2019,14:00,GYM,main gym,3-16,AAA,ZZZ
230,COMP 360,001,Algorithm Design,12/16/2019,9:00,GYM,Studio 1,1-7,AAA,McC
231,COMP 360,001,Algorithm Design,12/16/2019,9:00,GYM,Studio 2,1-7,MEY,ZZZ
232,COMP 361D1,001,Software Engineering Project,12/11/2019,9:00,GYM,main gym,12-17,AAA,ZZZ
233,COMP 462,001,Computational Biology Methods,12/19/2019,14:00,GYM,main gym,39-44,AAA,ZZZ
234,COMP 521,001,Modern Computer Games,12/10/2019,14:00,GYM,BLEACHERS,1-4,AAA,ZZZ
235,COMP 553,001,Algorithmic Game Theory,12/9/2019,9:00,GYM,main gym,34-37,AAA,ZZZ
236,COMP 557,001,Fundamentals of Comp. Graphics,12/16/2019,14:00,GYM,Fieldhouse,39-43,AAA,ZZZ
237,COMP 557,003,Fundamentals of Comp. Graphics,12/16/2019,14:00,GYM,Fieldhouse,39-43,AAA,ZZZ
238,COMP 558,001,Fund. of Computer Vision,12/5/2019,9:00,GYM,Studio 1,1-5,AAA,ZZZ
239,COURSE NUMBER,SECTION,TITLE,EXAM DATE,TIME,BUILDING,ROOM,ROW,FROM,TO
240,COMP 561,001,Comp. Biol. Methods & Research,12/19/2019,14:00,GYM,main gym,39-44,AAA,ZZZ
241,COMP 598,008,Topics in Computer Science 1,12/9/2019,14:00,GYM,main gym,25-30,AAA,ZZZ
242,COMP 599,003,Topics in Computer Science 2,12/9/2019,14:00,GYM,main gym,25-30,AAA,ZZZ
243,COMS 301,001,Core Concepts in Critic Theory,12/16/2019,14:00,TAKE,HOME,,AAA,ZZZ
244,COMS 361,001,Selected Topics Comm Studies 1,12/10/2019,14:00,TAKE,HOME,,AAA,ZZZ
245,COMS 362,001,Selected Topics Comm Studies 2,12/17/2019,9:00,TAKE,HOME,,AAA,ZZZ
246,EAST 213,001,Intro:East Asian Culture:Korea,12/11/2019,14:00,TAKE,HOME,,AAA,ZZZ
247,EAST 241,001,Japanese Writing Beginners 1,12/16/2019,14:00,SH688,295,,AAA,ZZZ
248,EAST 341,001,Japanese Writing Intermed. 1,12/19/2019,9:00,SH688,295,,AAA,ZZZ
249,ECON 208,001,Microeconomic Analysis&Applic,12/9/2019,14:00,GYM,Fieldhouse,9-19,AAA,ZZZ
250,ECON 208,002,Microeconomic Analysis&Applic,12/9/2019,14:00,GYM,Fieldhouse,20-30,AAA,ZZZ
